Street,City,State,State_name,Zip_code,LON,LAT
JOHN HAWKINS PKWY,BIRMINGHAM,AL,Alabama,35226,-86.8353,33.3579
OAK MOUNTAIN CIR,PELHAM,AL,Alabama,35124,-86.7811,33.3345
CHASE PARK S,HOOVER,AL,Alabama,35244,-86.7937,33.3667
ALLISON BONNETT MEMORIAL DR,HUEYTOWN,AL,Alabama,35023,-86.9819,33.4503
WARRIOR RIVER RD,HUEYTOWN,AL,Alabama,35023,-86.9812,33.4506
8TH ST N,BESSEMER,AL,Alabama,35020,-86.9701,33.394
BESSEMER SUPER HWY,BIRMINGHAM,AL,Alabama,35226,-86.9338,33.4401
AARON ARONOV DR,FAIRFIELD,AL,Alabama,35064,-86.9182,33.4693
ARMOV RD,FAIRFIELD,AL,Alabama,35064,-86.9223,33.4699
DR MARTIN LUTHER KING DR,FAIRFIELD,AL,Alabama,35064,-86.9144,33.4691
FORESTDALE BLVD,FORESTDALE,AL,Alabama,35214,-86.8895,33.5581
LORNA RD,BIRMINGHAM,AL,Alabama,35216,-86.8007,33.3789
MONTGOMERY HWY,VESTAVIA,AL,Alabama,35216,-86.7886,33.4385
GREEN SPRINGS HWY,HOMEWOOD,AL,Alabama,35209,-86.8264,33.4743
DENNISON AVE SW,BIRMINGHAM,AL,Alabama,35211,-86.8422,33.4806
20TH ST S,BIRMINGHAM,AL,Alabama,35233,-86.8018,33.5088
VALLEYDALE RD,HOOVER,AL,Alabama,35244,-86.7394,33.3839
HIGHWAY 280,BIRMINGHAM,AL,Alabama,35242,-86.6985,33.4221
GREEN VALLEY RD,VESTAVIA,AL,Alabama,35243,-86.7321,33.4602
LOWERY PKWY,FULTONDALE,AL,Alabama,35068,-86.8069,33.6071
OPORTO MADRID BLVD S,IRONDALE,AL,Alabama,35210,-86.7223,33.5294
DUNSTON AVE,BIRMINGHAM,AL,Alabama,35213,-86.7368,33.515
ROEBUCK PLAZA DR,BIRMINGHAM,AL,Alabama,35206,-86.7017,33.5889
PARKWAY E,BIRMINGHAM,AL,Alabama,35206,-86.7012,33.5866
CENTER POINT PKWY,CENTER POINT,AL,Alabama,35215,-86.6839,33.6473
HIGHWAY 78 E,JASPER,AL,Alabama,35501,-87.2611,33.8467
FIELDSTOWN RD,GARDENDALE,AL,Alabama,35071,-86.8215,33.6526
MAIN ST NE,HANCEVILLE,AL,Alabama,35077,-86.7794,34.0741
2ND AVE NW,CULLMAN,AL,Alabama,35055,-86.8486,34.1834
CHELSEA XRDS,CHELSEA,AL,Alabama,35043,-86.6083,33.3539
W FORT WILLIAMS ST,SYLACAUGA,AL,Alabama,35150,-86.2586,33.167
US HIGHWAY 280,CHILDERSBURG,AL,Alabama,35044,-86.3632,33.2859
VALLEY RD,TRUSSVILLE,AL,Alabama,35173,-86.6158,33.639
VILLAGE DR,LEEDS,AL,Alabama,35094,-86.5184,33.5678
VILLAGE DR,MOODY,AL,Alabama,35004,-86.5187,33.5679
VILLAGE DR,LEEDS,AL,Alabama,35094,-86.5187,33.5679
7TH AVE N,PELL CITY,AL,Alabama,35125,-86.2842,33.5954
MAGNOLIA ST,LINCOLN,AL,Alabama,35096,-86.1185,33.6056
HAMRIC DR E,OXFORD,AL,Alabama,36203,-85.8329,33.607
SPRINGVILLE STA,SPRINGVILLE,AL,Alabama,35146,-86.4336,33.7777
2ND AVE E,ONEONTA,AL,Alabama,35121,-86.4697,33.9503
E BLUE MOUNTAIN RD,ANNISTON,AL,Alabama,36201,-85.8247,33.6863
INDEPENDENT DR,RAINBOW CITY,AL,Alabama,35906,-86.0423,33.9574
CLEVELAND AVE,ATTALLA,AL,Alabama,35954,-86.0763,34.0184
E MEIGHAN BLVD,GADSDEN,AL,Alabama,35903,-85.9816,34.0075
AL HIGHWAY 157,MOULTON,AL,Alabama,35650,-87.2764,34.488
HIGHWAY 31 SW,HARTSELLE,AL,Alabama,35640,-86.9418,34.4418
MORGAN PLAZA SHOPPING CTR SH,HARTSELLE,AL,Alabama,35640,-86.9163,34.4442
BELTLINE RD SW,DECATUR,AL,Alabama,35601,-87.0024,34.5604
BELTLINE RD SW,DECATUR,AL,Alabama,35601,-87.0148,34.5721
POINT MALLARD PKWY SE,DECATUR,AL,Alabama,35603,-86.92,34.5409
MADISON BLVD,MADISON,AL,Alabama,35758,-86.7486,34.6785
HIGHWAY 72,ROGERSVILLE,AL,Alabama,35652,-87.2953,34.8245
N LOCUST AVE,LAWRENCEBURG,TN,Tennessee,38464,-87.327,35.2517
N LOCUST AVE,LAWRENCEBURG,TN,Tennessee,38464,-87.3268,35.2501
US HIGHWAY 31 S,ATHENS,AL,Alabama,35611,-86.9535,34.7981
FRENCH FARMS BLVD,ATHENS,AL,Alabama,35611,-86.9606,34.7865
MAIN ST,ARDMORE,TN,Tennessee,38449,-86.8489,34.9928
MILL ST,PULASKI,TN,Tennessee,38478,-87.048,35.1883
NORTHGATE DR NW,ARAB,AL,Alabama,35016,-86.503,34.3332
US HIGHWAY 431,GUNTERSVILLE,AL,Alabama,35976,-86.3126,34.3222
MEMORIAL PKWY SW,HUNTSVILLE,AL,Alabama,35803,-86.5673,34.6193
UNIVERSITY DR NW,HUNTSVILLE,AL,Alabama,35816,-86.6495,34.7368
GOVERNORS DR SW,HUNTSVILLE,AL,Alabama,35801,-86.5824,34.7203
HIGHWAY 431 S,OWENS CROSS RDS,AL,Alabama,35763,-86.4836,34.6612
US HIGHWAY 431,BOAZ,AL,Alabama,35957,-86.1556,34.2137
US HIGHWAY 431,ALBERTVILLE,AL,Alabama,35950,-86.1997,34.273
US HIGHWAY 431,ALBERTVILLE,AL,Alabama,35950,-86.2001,34.2739
AL HIGHWAY 75,GERALDINE,AL,Alabama,35974,-86.0058,34.3624
S BROAD ST,SCOTTSBORO,AL,Alabama,35769,-86.0489,34.6299
MAIN ST W,RAINSVILLE,AL,Alabama,35986,-85.8499,34.4957
MEMORIAL PKWY NW,HUNTSVILLE,AL,Alabama,35810,-86.5939,34.7566
HIGHWAY 231 431 N,MERIDIANVILLE,AL,Alabama,35759,-86.5712,34.8559
WINCHESTER RD NE,HUNTSVILLE,AL,Alabama,35811,-86.489,34.8186
HUNTSVILLE HWY,FAYETTEVILLE,TN,Tennessee,37334,-86.5697,35.1427
DINAH SHORE BLVD,WINCHESTER,TN,Tennessee,37398,-86.1082,35.1898
1ST AVE NE,WINCHESTER,TN,Tennessee,37398,-86.1163,35.183
W MAIN ST,MONTEAGLE,TN,Tennessee,37356,-85.8543,35.2344
HIGHWAY 431,ROANOKE,AL,Alabama,36274,-85.3576,33.1481
S PARK ST,CARROLLTON,GA,Georgia,30117,-85.0759,33.5641
BANKHEAD HWY,CARROLLTON,GA,Georgia,30117,-85.0564,33.5879
PELHAM RD S,JACKSONVILLE,AL,Alabama,36265,-85.7618,33.8057
ALABAMA AVE S,BREMEN,GA,Georgia,30110,-85.1433,33.6985
HIGHWAY 61,VILLA RICA,GA,Georgia,30180,-84.94,33.727
N MAIN ST,CEDARTOWN,GA,Georgia,30125,-85.2512,34.0213
N 4TH ST SE,LINDALE,GA,Georgia,30147,-85.1742,34.1954
NATHAN DEAN BYP,ROCKMART,GA,Georgia,30153,-85.0424,34.0099
CROSSTOWN CT,PEACHTREE CITY,GA,Georgia,30269,-84.5619,33.3759
JEFFERSON ST,NEWNAN,GA,Georgia,30263,-84.7955,33.3825
HIGHWAY 34 E,NEWNAN,GA,Georgia,30265,-84.6792,33.4093
JONESBORO RD,UNION CITY,GA,Georgia,30291,-84.5421,33.5696
W MCINTOSH RD,GRIFFIN,GA,Georgia,30223,-84.2947,33.275
STANLEY K TANGER BLVD,LOCUST GROVE,GA,Georgia,30248,-84.1209,33.352
BILL GARDNER PKWY,LOCUST GROVE,GA,Georgia,30248,-84.1201,33.3539
GLYNN ST N,FAYETTEVILLE,GA,Georgia,30214,-84.4528,33.4601
HIGHWAY 85,RIVERDALE,GA,Georgia,30274,-84.4226,33.5264
HIGHWAY 85,RIVERDALE,GA,Georgia,30274,-84.4141,33.559
OLD NATIONAL HWY,ATLANTA,GA,Georgia,30349,-84.4701,33.5906
SOUTHLAKE PKWY,JONESBORO,GA,Georgia,30236,-84.3436,33.545
MOUNT ZION BLVD,JONESBORO,GA,Georgia,30236,-84.3253,33.5591
JONESBORO RD,FOREST PARK,GA,Georgia,30297,-84.353,33.6218
JONESBORO RD,MORROW,GA,Georgia,30260,-84.3389,33.5993
BRIDGEMILL LN,HAMPTON,GA,Georgia,30228,-84.2762,33.399
HIGHWAY 20 81,MCDONOUGH,GA,Georgia,30253,-84.1797,33.4298
HIGHWAY 81 E,MCDONOUGH,GA,Georgia,30252,-84.0986,33.4283
JONESBORO RD,MCDONOUGH,GA,Georgia,30253,-84.1685,33.4542
N HENRY BLVD,STOCKBRIDGE,GA,Georgia,30281,-84.2266,33.5433
PANOLA RD,ELLENWOOD,GA,Georgia,30294,-84.2349,33.6213
HIGHWAY 5,DOUGLASVILLE,GA,Georgia,30135,-84.7782,33.7067
RIDGE RD,DOUGLASVILLE,GA,Georgia,30134,-84.8129,33.8184
MERCHANTS DR,DALLAS,GA,Georgia,30132,-84.8003,33.9113
S SWEETWATER RD,LITHIA SPRINGS,GA,Georgia,30122,-84.6564,33.7862
FAIRBURN RD,DOUGLASVILLE,GA,Georgia,30134,-84.7194,33.7504
NEW MACLAND RD,POWDER SPRINGS,GA,Georgia,30127,-84.6761,33.8726
VETERANS MEMORIAL HWY SW,MABLETON,GA,Georgia,30126,-84.588,33.8178
FLOYD RD SW,MABLETON,GA,Georgia,30126,-84.5759,33.8336
AUSTELL RD SW,MARIETTA,GA,Georgia,30008,-84.5956,33.8645
WINDY HILL RD SE,MARIETTA,GA,Georgia,30060,-84.5524,33.894
CHARLES HARDY PKWY,DALLAS,GA,Georgia,30157,-84.7258,33.9343
HIGHWAY 113 SW,CARTERSVILLE,GA,Georgia,30120,-84.8516,34.1298
N MORNINGSIDE DR,CARTERSVILLE,GA,Georgia,30121,-84.7868,34.1705
ROSWELL RD,MARIETTA,GA,Georgia,30062,-84.5117,33.9507
CHEROKEE ST NW,KENNESAW,GA,Georgia,30144,-84.6022,34.0419
BELLS FERRY RD NW,KENNESAW,GA,Georgia,30144,-84.5564,34.054
CHEROKEE ST,ACWORTH,GA,Georgia,30101,-84.6769,34.0755
GLADE RD,ACWORTH,GA,Georgia,30101,-84.6769,34.0755
TOWNE LAKE PKWY,WOODSTOCK,GA,Georgia,30189,-84.5717,34.1284
WASHINGTON RD,EAST POINT,GA,Georgia,30344,-84.4628,33.6706
VIRGINIA AVE,HAPEVILLE,GA,Georgia,30354,-84.418,33.6585
CAMPBELLTON RD SW,ATLANTA,GA,Georgia,30311,-84.4531,33.7085
CASCADE RD SW,ATLANTA,GA,Georgia,30331,-84.5083,33.7245
MARTIN LUTHER KING JR DR SW,ATLANTA,GA,Georgia,30311,-84.474,33.7538
DONALD LEE HOLLOWELL PKWY NW,ATLANTA,GA,Georgia,30318,-84.4257,33.7724
10TH ST NW,ATLANTA,GA,Georgia,30318,-84.4051,33.7816
MORELAND AVE SE,ATLANTA,GA,Georgia,30316,-84.3494,33.7226
AUBURN AVE NE,ATLANTA,GA,Georgia,30303,-84.3821,33.7555
NORTH AVE NE,ATLANTA,GA,Georgia,30308,-84.3721,33.7712
MEMORIAL DR SE,ATLANTA,GA,Georgia,30317,-84.3266,33.7472
S COBB DR SE,SMYRNA,GA,Georgia,30080,-84.5003,33.8434
COLLIER RD NW,ATLANTA,GA,Georgia,30318,-84.4254,33.8116
ATLANTA HARTSFIELD AIRPT,ATLANTA,GA,Georgia,30339,-84.4677,33.8706
COBB PKWY SE,ATLANTA,GA,Georgia,30339,-84.461,33.8804
TERRELL MILL RD SE,MARIETTA,GA,Georgia,30067,-84.4688,33.9174
18TH ST NW,ATLANTA,GA,Georgia,30363,-84.401,33.7917
PEACHTREE RD NE,ATLANTA,GA,Georgia,30305,-84.3763,33.8408
BUFORD HWY NE,BROOKHAVEN,GA,Georgia,30329,-84.329,33.842
ROSWELL RD,ATLANTA,GA,Georgia,30342,-84.3815,33.8887
ROSWELL RD,ATLANTA,GA,Georgia,30328,-84.3786,33.9215
PEACHTREE BLVD,ATLANTA,GA,Georgia,30341,-84.2999,33.9003
CANDLER RD,DECATUR,GA,Georgia,30032,-84.2731,33.7147
FLAT SHOALS PKWY,DECATUR,GA,Georgia,30034,-84.2254,33.6794
MEMORIAL DR,DECATUR,GA,Georgia,30032,-84.269,33.7541
COVINGTON HWY,DECATUR,GA,Georgia,30035,-84.2141,33.735
S HAIRSTON RD,STONE MOUNTAIN,GA,Georgia,30088,-84.1958,33.7632
EVANS MILL RD,LITHONIA,GA,Georgia,30058,-84.1151,33.7054
S DESHON RD,LITHONIA,GA,Georgia,30058,-84.1023,33.7838
CHURCH ST,DECATUR,GA,Georgia,30030,-84.286,33.7918
HENDERSON MILL RD NE,ATLANTA,GA,Georgia,30345,-84.2583,33.8498
MEMORIAL DR,STONE MOUNTAIN,GA,Georgia,30083,-84.2248,33.7972
HUGH HOWELL RD,TUCKER,GA,Georgia,30084,-84.2074,33.8505
CHAMBLEE TUCKER RD,TUCKER,GA,Georgia,30084,-84.2204,33.8817
SINGLETON RD,NORCROSS,GA,Georgia,30093,-84.2002,33.9052
STONE MOUNTAIN HWY,LILBURN,GA,Georgia,30047,-84.0953,33.8274
LAWRENCEVILLE HWY NW,LILBURN,GA,Georgia,30047,-84.1176,33.9037
E PIEDMONT RD,MARIETTA,GA,Georgia,30062,-84.4933,34.0132
ROSWELL RD,ATLANTA,GA,Georgia,30328,-84.3789,33.9298
ROSWELL RD,ATLANTA,GA,Georgia,30350,-84.3511,33.9812
DUNWOODY CLUB DR,ATLANTA,GA,Georgia,30350,-84.3011,33.9605
HOLCOMB BRIDGE RD,ROSWELL,GA,Georgia,30076,-84.3418,34.0335
HIGHWAY 92,WOODSTOCK,GA,Georgia,30188,-84.4859,34.0868
ALABAMA RD NE,ROSWELL,GA,Georgia,30075,-84.4228,34.0657
HOLLY SPRINGS PKWY,CANTON,GA,Georgia,30115,-84.5041,34.1796
S MAIN ST,ALPHARETTA,GA,Georgia,30009,-84.3001,34.069
WINTERS CHAPEL RD,ATLANTA,GA,Georgia,30360,-84.2706,33.9411
HOLCOMB BRIDGE RD,ALPHARETTA,GA,Georgia,30022,-84.2718,33.9866
PEACHTREE PKWY,NORCROSS,GA,Georgia,30092,-84.2335,33.9542
HOLCOMB BRIDGE RD,ROSWELL,GA,Georgia,30076,-84.2948,34.0047
STATE BRIDGE RD,ALPHARETTA,GA,Georgia,30022,-84.2233,34.0492
SATELLITE BLVD,DULUTH,GA,Georgia,30096,-84.1642,33.9416
BUFORD HWY,DULUTH,GA,Georgia,30096,-84.1456,34
ATLANTA HWY,ALPHARETTA,GA,Georgia,30004,-84.2549,34.128
PEACHTREE PKWY,SUWANEE,GA,Georgia,30024,-84.1596,34.084
GREENHILL BLVD NW,FORT PAYNE,AL,Alabama,35967,-85.7006,34.4668
MARTHA BERRY BLVD NW,ROME,GA,Georgia,30165,-85.1803,34.2633
MARTHA BERRY HWY NW,ROME,GA,Georgia,30165,-85.1722,34.3177
ROME BLVD,SUMMERVILLE,GA,Georgia,30747,-85.3483,34.4774
N MAIN ST,LA FAYETTE,GA,Georgia,30728,-85.2809,34.7122
S MAIN ST,TRENTON,GA,Georgia,30752,-85.5123,34.8676
KIMBALL XING,SOUTH PITTSBURG,TN,Tennessee,37380,-85.7111,35.0236
KIMBALL CROSSING DR,JASPER,TN,Tennessee,37347,-85.6858,35.0406
CAMPBELL RD,JASPER,TN,Tennessee,37347,-85.5604,35.0644
HIGHWAY 813,CHICKAMAUGA,GA,Georgia,30707,-85.3455,34.8243
N HIGHWAY 27,CHICKAMAUGA,GA,Georgia,30707,-85.2676,34.8881
ROSSVILLE BLVD,CHATTANOOGA,TN,Tennessee,37407,-85.2903,34.9939
BATTLEFIELD PKWY,FORT OGLETHORPE,GA,Georgia,30742,-85.2332,34.9476
LAFAYETTE RD,FORT OGLETHORPE,GA,Georgia,30742,-85.2586,34.9558
RINGGOLD RD,EAST RIDGE,TN,Tennessee,37412,-85.2371,34.9947
W WALNUT AVE,DALTON,GA,Georgia,30720,-84.9961,34.7599
CLEVELAND HWY,DALTON,GA,Georgia,30721,-84.9618,34.8017
ALABAMA HWY,RINGGOLD,GA,Georgia,30736,-85.1259,34.9126
BROAD ST,CHATTANOOGA,TN,Tennessee,37409,-85.3236,35.0152
HIXSON PIKE,CHATTANOOGA,TN,Tennessee,37405,-85.2889,35.07
MOUNTAIN CREEK RD,CHATTANOOGA,TN,Tennessee,37405,-85.3272,35.0995
DAYTON BLVD,CHATTANOOGA,TN,Tennessee,37415,-85.2862,35.1229
BRAINERD RD,CHATTANOOGA,TN,Tennessee,37411,-85.2386,35.0186
HIGHWAY 58,CHATTANOOGA,TN,Tennessee,37416,-85.1817,35.0916
HIXSON PIKE,HIXSON,TN,Tennessee,37343,-85.1995,35.1532
DAYTON PIKE,SODDY DAISY,TN,Tennessee,37379,-85.1843,35.2539
MAIN ST,OOLTEWAH,TN,Tennessee,37363,-85.0587,35.0812
CASSVILLE WHITE RD NE,CARTERSVILLE,GA,Georgia,30121,-84.8077,34.274
LEGACY WAY,ADAIRSVILLE,GA,Georgia,30103,-84.9298,34.3718
HIGHWAY 53 EAST SE,CALHOUN,GA,Georgia,30701,-84.9245,34.4737
MARIETTA HWY,CANTON,GA,Georgia,30114,-84.4959,34.2432
CUMMING HWY,CANTON,GA,Georgia,30115,-84.3585,34.253
CANTON HWY,CUMMING,GA,Georgia,30040,-84.1959,34.2398
FREEDOM PKWY,CUMMING,GA,Georgia,30041,-84.0891,34.251
E WALNUT AVE,DALTON,GA,Georgia,30721,-84.9333,34.762
HIGHWAY 411 S,CHATSWORTH,GA,Georgia,30705,-84.7691,34.7614
APD 40,CLEVELAND,TN,Tennessee,37323,-84.8742,35.1311
KEITH ST NW,CLEVELAND,TN,Tennessee,37312,-84.871,35.186
STUART RD NE,CLEVELAND,TN,Tennessee,37312,-84.8435,35.2005
FRONTAGE RD NW,CLEVELAND,TN,Tennessee,37312,-84.8663,35.2171
E FIRST ST,BLUE RIDGE,GA,Georgia,30513,-84.3111,34.8733
N ELLINGTON PKWY,LEWISBURG,TN,Tennessee,37091,-86.7808,35.4599
S JAMES CAMPBELL BLVD,COLUMBIA,TN,Tennessee,38401,-87.0513,35.5933
NASHVILLE HWY,COLUMBIA,TN,Tennessee,38401,-87.0268,35.6289
SPEDALE CT,SPRING HILL,TN,Tennessee,37174,-86.9137,35.7783
HIGHWAY 46 S,DICKSON,TN,Tennessee,37055,-87.3684,36.0541
FAIRVIEW BLVD,FAIRVIEW,TN,Tennessee,37062,-87.135,35.9613
LUYBEN HILLS RD,KINGSTON SPRINGS,TN,Tennessee,37082,-87.0946,36.0829
COLUMBIA AVE,FRANKLIN,TN,Tennessee,37064,-86.878,35.8941
MALLORY LN,FRANKLIN,TN,Tennessee,37067,-86.8191,35.954
MARYLAND WAY,BRENTWOOD,TN,Tennessee,37027,-86.8073,36.0347
FRANKLIN RD,BRENTWOOD,TN,Tennessee,37027,-86.7923,36.0266
NOLENSVILLE RD,NOLENSVILLE,TN,Tennessee,37135,-86.6732,35.9603
NOLENSVILLE PIKE,NASHVILLE,TN,Tennessee,37211,-86.7139,36.0457
RICHARDS RD,ANTIOCH,TN,Tennessee,37013,-86.6826,36.0688
HIGHWAY 70 S,NASHVILLE,TN,Tennessee,37221,-86.9472,36.077
CHARLOTTE PIKE,NASHVILLE,TN,Tennessee,37209,-86.8742,36.1438
FREY ST,ASHLAND CITY,TN,Tennessee,37015,-87.0491,36.2972
HARDING PIKE,NASHVILLE,TN,Tennessee,37205,-86.8446,36.1276
THOMPSON LN,NASHVILLE,TN,Tennessee,37204,-86.7656,36.1125
CLARKSVILLE PIKE,NASHVILLE,TN,Tennessee,37218,-86.8393,36.1987
WEST END AVE,NASHVILLE,TN,Tennessee,37203,-86.7984,36.1522
ROSA L PARKS BLVD,NASHVILLE,TN,Tennessee,37228,-86.7995,36.1912
MURFREESBORO PIKE,NASHVILLE,TN,Tennessee,37217,-86.7176,36.1319
GALLATIN PIKE,NASHVILLE,TN,Tennessee,37216,-86.7403,36.199
LEBANON PIKE,NASHVILLE,TN,Tennessee,37214,-86.6785,36.1698
DONELSON PIKE,NASHVILLE,TN,Tennessee,37214,-86.6659,36.1472
DICKERSON PIKE,NASHVILLE,TN,Tennessee,37207,-86.7594,36.2311
GALLATIN PIKE S,MADISON,TN,Tennessee,37115,-86.7208,36.2499
RIVERGATE PKWY,GOODLETTSVILLE,TN,Tennessee,37072,-86.7006,36.2984
LANE PKWY,SHELBYVILLE,TN,Tennessee,37160,-86.4684,35.4869
S CHURCH ST,MURFREESBORO,TN,Tennessee,37127,-86.398,35.8077
N JACKSON ST,TULLAHOMA,TN,Tennessee,37388,-86.2205,35.3728
HILLSBORO BLVD,MANCHESTER,TN,Tennessee,37355,-86.0571,35.4588
OLD FORT PKWY,MURFREESBORO,TN,Tennessee,37128,-86.4437,35.8449
MURFREESBORO PIKE,ANTIOCH,TN,Tennessee,37013,-86.636,36.0711
MURFREESBORO RD,LA VERGNE,TN,Tennessee,37086,-86.5816,36.0212
NOLAN DR,SMYRNA,TN,Tennessee,37167,-86.5278,35.993
NISSAN DR,SMYRNA,TN,Tennessee,37167,-86.494,35.972
N LOWRY ST,SMYRNA,TN,Tennessee,37167,-86.5277,35.9934
MEMORIAL BLVD,MURFREESBORO,TN,Tennessee,37129,-86.3859,35.869
MERCURY BLVD,MURFREESBORO,TN,Tennessee,37130,-86.3761,35.8353
OLD HICKORY BLVD,HERMITAGE,TN,Tennessee,37076,-86.6151,36.1931
ANDREW JACKSON WAY,HERMITAGE,TN,Tennessee,37076,-86.6078,36.1833
S MOUNT JULIET RD,MT JULIET,TN,Tennessee,37122,-86.5154,36.1606
ANDREW JACKSON PKWY,HERMITAGE,TN,Tennessee,37076,-86.5972,36.2164
E MAIN ST,HENDERSONVILLE,TN,Tennessee,37075,-86.6073,36.3083
N MOUNT JULIET RD,MT JULIET,TN,Tennessee,37122,-86.5152,36.2193
S CUMBERLAND ST,LEBANON,TN,Tennessee,37087,-86.2973,36.1846
W MAIN ST,LEBANON,TN,Tennessee,37087,-86.3416,36.2208
E BROAD ST,SMITHVILLE,TN,Tennessee,37166,-85.8125,35.958
DIXON SPRINGS HWY,CARTHAGE,TN,Tennessee,37030,-85.9562,36.2637
FORT CAMPBELL BLVD,CLARKSVILLE,TN,Tennessee,37042,-87.4073,36.5757
FORT CAMPBELL BLVD,CLARKSVILLE,TN,Tennessee,37042,-87.4135,36.589
S RIVERSIDE DR,CLARKSVILLE,TN,Tennessee,37040,-87.3629,36.5186
WILMA RUDOLPH BLVD,CLARKSVILLE,TN,Tennessee,37040,-87.3209,36.556
ALPINE DR,CLARKSVILLE,TN,Tennessee,37040,-87.33,36.5545
HIGHWAY 76,CLARKSVILLE,TN,Tennessee,37043,-87.2706,36.512
FORT CAMPBELL BLVD,OAK GROVE,KY,Kentucky,42262,-87.4427,36.6614
MICHIGAN AVE,FORT CAMPBELL,KY,Kentucky,42223,-87.4506,36.6435
TINY TOWN RD,CLARKSVILLE,TN,Tennessee,37042,-87.3288,36.6265
FORT CAMPBELL BLVD,HOPKINSVILLE,KY,Kentucky,42240,-87.4715,36.8194
YORK RD,PLEASANT VIEW,TN,Tennessee,37146,-87.0225,36.4059
TOM AUSTIN HWY,SPRINGFIELD,TN,Tennessee,37172,-86.881,36.4899
HIGHWAY 41 S,GREENBRIER,TN,Tennessee,37073,-86.8136,36.4444
RAYMOND HIRSCH PKWY,WHITE HOUSE,TN,Tennessee,37188,-86.6522,36.4596
N MAIN ST,RUSSELLVILLE,KY,Kentucky,42276,-86.8926,36.851
ARMORY DR,RUSSELLVILLE,KY,Kentucky,42276,-86.8917,36.8519
HUDSON PARK DR,MADISONVILLE,KY,Kentucky,42431,-87.4923,37.3506
S 2ND ST,CENTRAL CITY,KY,Kentucky,42330,-87.1147,37.2856
N MAIN ST,GREENVILLE,KY,Kentucky,42345,-87.1672,37.2282
NASHVILLE PIKE,GALLATIN,TN,Tennessee,37066,-86.4731,36.3753
SUMNER HALL DR,GALLATIN,TN,Tennessee,37066,-86.4647,36.3811
N BROADWAY,PORTLAND,TN,Tennessee,37148,-86.5164,36.5831
S MAIN ST,FRANKLIN,KY,Kentucky,42134,-86.5753,36.7104
SCOTTSVILLE RD,LAFAYETTE,TN,Tennessee,37083,-86.0303,36.533
OLD GALLATIN RD,SCOTTSVILLE,KY,Kentucky,42164,-86.1949,36.7478
NASHVILLE RD,BOWLING GREEN,KY,Kentucky,42101,-86.47,36.9596
SMALLHOUSE RD,BOWLING GREEN,KY,Kentucky,42104,-86.4386,36.9785
SCOTTSVILLE RD,BOWLING GREEN,KY,Kentucky,42104,-86.4251,36.9489
S L ROGERS WELLS BLVD,GLASGOW,KY,Kentucky,42141,-85.9312,36.9852
HAPPY VALLEY RD,GLASGOW,KY,Kentucky,42141,-85.9227,37.0104
MAMMOTH CAVE ST,CAVE CITY,KY,Kentucky,42127,-85.9741,37.1374
NATIONAL TPKE,MUNFORDVILLE,KY,Kentucky,42765,-85.9015,37.288
SMITHVILLE HWY,MCMINNVILLE,TN,Tennessee,37110,-85.7804,35.6975
RHEA COUNTY HWY,DAYTON,TN,Tennessee,37321,-84.9993,35.5081
MOSE DR,SPARTA,TN,Tennessee,38583,-85.4847,35.9457
NASHVILLE HWY,BAXTER,TN,Tennessee,38544,-85.6216,36.1718
NEILL ST,COOKEVILLE,TN,Tennessee,38501,-85.4984,36.1385
NEAL ST,COOKEVILLE,TN,Tennessee,38501,-85.4984,36.1385
N WILLOW AVE,COOKEVILLE,TN,Tennessee,38501,-85.5115,36.172
N MAIN ST,CROSSVILLE,TN,Tennessee,38555,-85.0318,35.9558
HIGHWAY 411 N,ETOWAH,TN,Tennessee,37331,-84.5205,35.3431
CONGRESS PKWY S,ATHENS,TN,Tennessee,37303,-84.6208,35.4527
HIGHWAY 411,MADISONVILLE,TN,Tennessee,37354,-84.3647,35.5101
HIGHWAY 68,SWEETWATER,TN,Tennessee,37874,-84.4995,35.597
HIGHWAY 72 N,LOUDON,TN,Tennessee,37774,-84.3641,35.7196
S ROANE ST,HARRIMAN,TN,Tennessee,37748,-84.5832,35.9129
MARTIN ST,KINGSTON,TN,Tennessee,37763,-84.5119,35.8779
E TRI COUNTY BLVD,OLIVER SPRINGS,TN,Tennessee,37840,-84.3151,36.0245
MARKET DR,LENOIR CITY,TN,Tennessee,37771,-84.2702,35.8196
KINGSTON PIKE,KNOXVILLE,TN,Tennessee,37922,-84.1269,35.8992
KINGSTON PIKE,KNOXVILLE,TN,Tennessee,37922,-84.1249,35.9007
KINGSTON PIKE,KNOXVILLE,TN,Tennessee,37922,-84.0882,35.9114
S ILLINOIS AVE,OAK RIDGE,TN,Tennessee,37830,-84.256,36.0067
OAK RIDGE TPKE,OAK RIDGE,TN,Tennessee,37830,-84.268,36.011
N CHARLES G SEIVERS BLVD,CLINTON,TN,Tennessee,37716,-84.1183,36.1182
N MAIN ST,TOMPKINSVILLE,KY,Kentucky,42167,-85.6867,36.7175
KEEN ST,BURKESVILLE,KY,Kentucky,42717,-85.374,36.7835
W MAIN ST,LIVINGSTON,TN,Tennessee,38570,-85.3381,36.3759
TENNESSEE RD,ALBANY,KY,Kentucky,42602,-85.1286,36.683
W STOCKTON ST,EDMONTON,KY,Kentucky,42129,-85.6318,36.9864
COLUMBIA HWY,GREENSBURG,KY,Kentucky,42743,-85.5015,37.2491
JAMESTOWN ST,COLUMBIA,KY,Kentucky,42728,-85.3039,37.0929
