Street,City,State,State_name,Zip_code,LON,LAT
ISLETA BLVD SW,ALBUQUERQUE,NM,New Mexico,87105,-106.6814,35.0248
ISLETA BLVD SW,ALBUQUERQUE,NM,New Mexico,87105,-106.6803,35.0254
COORS BLVD SW,ALBUQUERQUE,NM,New Mexico,87121,-106.7135,35.0315
COORS BLVD NW,ALBUQUERQUE,NM,New Mexico,87121,-106.7079,35.097
COORS BLVD NW,ALBUQUERQUE,NM,New Mexico,87121,-106.7128,35.0806
LOMAS BLVD NW,ALBUQUERQUE,NM,New Mexico,87102,-106.6543,35.0912
4TH ST NW,ALBUQUERQUE,NM,New Mexico,87107,-106.6427,35.1312
WASHINGTON ST SE,ALBUQUERQUE,NM,New Mexico,87108,-106.595,35.0751
CARLISLE BLVD NE,ALBUQUERQUE,NM,New Mexico,87110,-106.6041,35.11
SAN MATEO BLVD NE,ALBUQUERQUE,NM,New Mexico,87110,-106.586,35.1155
MONTANO RD NW,ALBUQUERQUE,NM,New Mexico,87120,-106.6947,35.1534
SOUTHERN BLVD SE,RIO RANCHO,NM,New Mexico,87124,-106.6832,35.2411
PASEO DEL NORTE NE,ALBUQUERQUE,NM,New Mexico,87113,-106.5821,35.1726
SAN MATEO BLVD NE,ALBUQUERQUE,NM,New Mexico,87109,-106.5876,35.1457
DEBORAH RD SE,RIO RANCHO,NM,New Mexico,87124,-106.6567,35.235
CENTRAL AVE SE,ALBUQUERQUE,NM,New Mexico,87123,-106.5501,35.0736
JUAN TABO BLVD NE,ALBUQUERQUE,NM,New Mexico,87112,-106.5144,35.0901
EUBANK BLVD NE,ALBUQUERQUE,NM,New Mexico,87111,-106.5337,35.1315
WYOMING BLVD NE,ALBUQUERQUE,NM,New Mexico,87109,-106.5598,35.1598
WYOMING BLVD NE,ALBUQUERQUE,NM,New Mexico,87109,-106.5545,35.1462
SUDDERTH DR,RUIDOSO,NM,New Mexico,88345,-105.6548,33.3239
US ROUTE 66,MORIARTY,NM,New Mexico,87035,-106.0638,35.0095
W AZTEC BLVD,AZTEC,NM,New Mexico,87410,-107.996,36.8253
MAIN AVE,DURANGO,CO,Colorado,81301,-107.8671,37.3057
VILLAGE DR,PAGOSA SPRINGS,CO,Colorado,81147,-107.0706,37.2586
CERRILLOS RD,SANTA FE,NM,New Mexico,87507,-106.0173,35.6362
SAINT MICHAELS DR,SANTA FE,NM,New Mexico,87505,-105.9605,35.6578
N RIVERSIDE DR,ESPANOLA,NM,New Mexico,87532,-106.0636,35.9998
7TH ST,LAS VEGAS,NM,New Mexico,87701,-105.2235,35.6087
PASEO DEL PUEBLO SUR,TAOS,NM,New Mexico,87571,-105.5871,36.3837
S MAIN ST,ROSWELL,NM,New Mexico,88203,-104.523,33.374
N MAIN ST,ROSWELL,NM,New Mexico,88201,-104.5225,33.4341
N CHICAGO AVE,PORTALES,NM,New Mexico,88130,-103.3313,34.1914
W 21ST ST,CLOVIS,NM,New Mexico,88101,-103.2192,34.4198
N PRINCE ST,CLOVIS,NM,New Mexico,88101,-103.1961,34.4331
S 1ST ST,TUCUMCARI,NM,New Mexico,88401,-103.7248,35.1562
LUBBOCK RD,BROWNFIELD,TX,Texas,79316,-102.2744,33.1812
E STATE ROAD 114,LEVELLAND,TX,Texas,79336,-102.3625,33.594
HALL AVE,LITTLEFIELD,TX,Texas,79339,-102.3272,33.9088
82ND ST,WOLFFORTH,TX,Texas,79382,-101.9926,33.5192
74TH ST,LUBBOCK,TX,Texas,79424,-101.9077,33.527
50TH ST,LUBBOCK,TX,Texas,79414,-101.9173,33.5491
82ND ST,LUBBOCK,TX,Texas,79423,-101.8858,33.5193
82ND ST,LUBBOCK,TX,Texas,79424,-101.9054,33.5193
50TH ST,LUBBOCK,TX,Texas,79413,-101.8794,33.5482
QUAKER AVE,LUBBOCK,TX,Texas,79407,-101.9055,33.5772
19TH ST,LUBBOCK,TX,Texas,79401,-101.8614,33.5775
FRANKFORD AVE,LUBBOCK,TX,Texas,79416,-101.9392,33.5939
W DIVISION ST,SLATON,TX,Texas,79364,-101.66,33.4336
S BROADWAY ST,POST,TX,Texas,79356,-101.3782,33.187
PO BOX 1449,PLAINVIEW,TX,Texas,79073,-101.7018,34.1874
N INTERSTATE 27,PLAINVIEW,TX,Texas,79072,-101.749,34.1917
W AMERICAN BLVD,MULESHOE,TX,Texas,79347,-102.7373,34.2338
S BROADWAY ST,DIMMITT,TX,Texas,79027,-102.3125,34.5496
W 1ST ST,HEREFORD,TX,Texas,79045,-102.4108,34.8096
SW 2ND ST,TULIA,TX,Texas,79088,-101.7742,34.5356
23RD ST,CANYON,TX,Texas,79015,-101.9199,34.9822
S COULTER ST,AMARILLO,TX,Texas,79119,-101.9201,35.1465
W INTERSTATE 40,AMARILLO,TX,Texas,79106,-101.9161,35.1861
S WESTERN ST,AMARILLO,TX,Texas,79109,-101.8834,35.1544
S GEORGIA ST,AMARILLO,TX,Texas,79109,-101.8657,35.1871
S WESTERN ST,AMARILLO,TX,Texas,79106,-101.8846,35.2154
S GRAND ST,AMARILLO,TX,Texas,79103,-101.7959,35.1912
E INTERSTATE 40,AMARILLO,TX,Texas,79118,-101.7589,35.1916
NE 24TH AVE,AMARILLO,TX,Texas,79107,-101.7989,35.2365
NE 24TH AVE,AMARILLO,TX,Texas,79107,-101.8304,35.2363
N BUCHANAN ST,AMARILLO,TX,Texas,79107,-101.8286,35.2224
FREEDOM RD,TRINIDAD,CO,Colorado,81082,-104.4977,37.1858
S 1ST ST,CLAYTON,NM,New Mexico,88415,-103.1827,36.4491
S HIGHWAY 87,DALHART,TX,Texas,79022,-102.5183,36.0632
W WILSON ST,BORGER,TX,Texas,79007,-101.4076,35.6601
S DUMAS AVE,DUMAS,TX,Texas,79029,-101.9729,35.8502
S DUMAS AVE,DUMAS,TX,Texas,79029,-101.9729,35.8499
HWY 64 E,BOISE CITY,OK,Oklahoma,73933,-102.516,36.7187
NW 21ST ST,GUYMON,OK,Oklahoma,73942,-101.4846,36.7011
E HIGHWAY 54,GUYMON,OK,Oklahoma,73942,-101.4744,36.678
E 11TH ST,HUGOTON,KS,Kansas,67951,-101.3386,37.1703
E HIGHWAY 56,ELKHART,KS,Kansas,67950,-101.8907,37.0026
E MAIN ST,EAGLE PASS,TX,Texas,78852,-100.4783,28.7089
S BIBB AVE,EAGLE PASS,TX,Texas,78852,-100.4844,28.7033
S BIBB AVE,EAGLE PASS,TX,Texas,78852,-100.4832,28.7054
VETERANS BLVD,DEL RIO,TX,Texas,78840,-100.9059,29.3873
N HIGHWAY 83,CRYSTAL CITY,TX,Texas,78839,-99.8323,28.6933
E MAIN ST,UVALDE,TX,Texas,78801,-99.7785,29.2126
HIGHWAY 227 N,SONORA,TX,Texas,76950,-100.4554,30.1744
N OAK ST,PEARSALL,TX,Texas,78061,-99.0932,28.8986
E HONDO AVE,DEVINE,TX,Texas,78016,-98.8998,29.1368
19TH ST,HONDO,TX,Texas,78861,-99.1375,29.3475
US HIGHWAY 90 E,CASTROVILLE,TX,Texas,78009,-98.8604,29.3564
POTRANCO RD,SAN ANTONIO,TX,Texas,78253,-98.7134,29.4352
SW LOOP 410,SAN ANTONIO,TX,Texas,78227,-98.6504,29.4154
MARBACH RD,SAN ANTONIO,TX,Texas,78245,-98.6625,29.4184
STATE HIGHWAY 151,SAN ANTONIO,TX,Texas,78245,-98.6495,29.4383
GRISSOM RD,SAN ANTONIO,TX,Texas,78251,-98.6563,29.4796
TEZEL RD,SAN ANTONIO,TX,Texas,78250,-98.6624,29.5122
CULEBRA RD,SAN ANTONIO,TX,Texas,78251,-98.6822,29.491
N FM 1604 W,SAN ANTONIO,TX,Texas,78255,-98.667,29.6572
E STATE HIGHWAY 97,PLEASANTON,TX,Texas,78064,-98.4755,28.9714
N SUNSET STRIP ST,KENEDY,TX,Texas,78119,-97.8579,28.816
10TH ST,FLORESVILLE,TX,Texas,78114,-98.1691,29.1545
VALLEY HI DR,SAN ANTONIO,TX,Texas,78227,-98.6376,29.3818
VALLEY HI DR,SAN ANTONIO,TX,Texas,78227,-98.6371,29.382
SW MILITARY DR,SAN ANTONIO,TX,Texas,78224,-98.5357,29.3567
CALLAGHAN RD,SAN ANTONIO,TX,Texas,78228,-98.5996,29.4396
S GENERAL MCMULLEN DR,SAN ANTONIO,TX,Texas,78226,-98.5575,29.3982
W COMMERCE ST,SAN ANTONIO,TX,Texas,78207,-98.5428,29.4299
BANDERA RD,SAN ANTONIO,TX,Texas,78228,-98.5501,29.4535
SW MILITARY DR,SAN ANTONIO,TX,Texas,78221,-98.5079,29.3563
ROOSEVELT AVE,SAN ANTONIO,TX,Texas,78214,-98.4818,29.3603
GOLIAD RD,SAN ANTONIO,TX,Texas,78223,-98.4416,29.3668
S SANTA ROSA AVE,SAN ANTONIO,TX,Texas,78204,-98.4999,29.4187
SAN PEDRO AVE,SAN ANTONIO,TX,Texas,78212,-98.4989,29.4394
S HACKBERRY,SAN ANTONIO,TX,Texas,78210,-98.4735,29.3968
S WW WHITE RD,SAN ANTONIO,TX,Texas,78219,-98.405,29.4303
INGRAM RD,SAN ANTONIO,TX,Texas,78238,-98.6052,29.4667
BANDERA RD,SAN ANTONIO,TX,Texas,78238,-98.6248,29.5007
BABCOCK RD,SAN ANTONIO,TX,Texas,78240,-98.5988,29.5229
FREDERICKSBURG RD,SAN ANTONIO,TX,Texas,78201,-98.5478,29.4872
CALLAGHAN RD,SAN ANTONIO,TX,Texas,78229,-98.5721,29.4911
JACKSON KELLER RD,SAN ANTONIO,TX,Texas,78230,-98.534,29.5191
N LOOP 1604 W,SAN ANTONIO,TX,Texas,78249,-98.633,29.5879
WURZBACH RD,SAN ANTONIO,TX,Texas,78240,-98.5638,29.5301
WURZBACH RD,SAN ANTONIO,TX,Texas,78240,-98.5635,29.53
DE ZAVALA RD,SAN ANTONIO,TX,Texas,78249,-98.5739,29.5703
SAN PEDRO AVE,SAN ANTONIO,TX,Texas,78216,-98.4987,29.4997
NW LOOP 410,SAN ANTONIO,TX,Texas,78216,-98.5052,29.5202
AUSTIN HWY & RITTIMAN RD,SAN ANTONIO,TX,Texas,78209,-98.4574,29.4845
AUSTIN HWY,SAN ANTONIO,TX,Texas,78209,-98.453,29.4852
NACOGDOCHES RD,SAN ANTONIO,TX,Texas,78217,-98.4492,29.5196
WEST AVE,SAN ANTONIO,TX,Texas,78216,-98.5083,29.5473
SAN PEDRO AVE,SAN ANTONIO,TX,Texas,78232,-98.4737,29.5883
BLANCO RD,SAN ANTONIO,TX,Texas,78232,-98.5079,29.6044
HUEBNER RD,SAN ANTONIO,TX,Texas,78258,-98.4936,29.6274
CANYON GOLF RD,SAN ANTONIO,TX,Texas,78260,-98.4772,29.6894
WALZEM RD,WINDCREST,TX,Texas,78218,-98.3848,29.5106
RITTIMAN RD,SAN ANTONIO,TX,Texas,78218,-98.3625,29.4805
THOUSAND OAKS DR,SAN ANTONIO,TX,Texas,78217,-98.4109,29.553
NACOGDOCHES RD,SAN ANTONIO,TX,Texas,78247,-98.3781,29.5737
NACOGDOCHES RD,SAN ANTONIO,TX,Texas,78247,-98.3779,29.5735
FM 78,CONVERSE,TX,Texas,78109,-98.3087,29.5116
PAT BOOKER RD,UNIVERSAL CITY,TX,Texas,78148,-98.3036,29.5524
FM 3009,SCHERTZ,TX,Texas,78154,-98.2673,29.587
FM 78,SCHERTZ,TX,Texas,78154,-98.2547,29.5585
BULVERDE RD,SAN ANTONIO,TX,Texas,78259,-98.4249,29.6442
INTERSTATE 35 N,SCHERTZ,TX,Texas,78154,-98.2801,29.5992
US HIGHWAY 87 W,LA VERNIA,TX,Texas,78121,-98.1348,29.3579
W STATE HIGHWAY 46,NEW BRAUNFELS,TX,Texas,78132,-98.1657,29.7193
N BUSINESS IH 35,NEW BRAUNFELS,TX,Texas,78130,-98.0984,29.6977
E KINGSBURY ST,SEGUIN,TX,Texas,78155,-97.9525,29.5815
S HIGHWAY 123 BYP,SEGUIN,TX,Texas,78155,-97.9419,29.564
JUNCTION HWY,KERRVILLE,TX,Texas,78028,-99.1629,30.0578
S MAIN ST,BOERNE,TX,Texas,78006,-98.7241,29.7764
E MAIN ST,FREDERICKSBURG,TX,Texas,78624,-98.8574,30.2646
W YOUNG ST,LLANO,TX,Texas,78643,-98.679,30.7593
STATE HIGHWAY 46 W,SPRING BRANCH,TX,Texas,78070,-98.429,29.7993
FM 2325,WIMBERLEY,TX,Texas,78676,-98.1021,29.9993
BARNES DR,SAN MARCOS,TX,Texas,78666,-97.9703,29.8461
BUGG LN,SAN MARCOS,TX,Texas,78666,-97.9208,29.8805
E HOPKINS ST,SAN MARCOS,TX,Texas,78666,-97.9234,29.8835
SAN FELIPE DR,KYLE,TX,Texas,78640,-97.8828,29.999
E HIGHWAY 290,DRIPPING SPRINGS,TX,Texas,78620,-98.0841,30.1913
N MAIN ST,BUDA,TX,Texas,78610,-97.8343,30.0867
MAIN ST,BUDA,TX,Texas,78610,-97.8228,30.0883
BRODIE LN,AUSTIN,TX,Texas,78745,-97.8395,30.2004
W WILLIAM CANNON DR,AUSTIN,TX,Texas,78745,-97.7846,30.1961
W WILLIAM CANNON DR,AUSTIN,TX,Texas,78745,-97.8051,30.2019
US HIGHWAY 281,MARBLE FALLS,TX,Texas,78654,-98.2752,30.5514
BUCHANAN DR,BURNET,TX,Texas,78611,-98.2373,30.7578
RANCH ROAD 620 S,AUSTIN,TX,Texas,78738,-97.9519,30.3193
LOHMANS SPUR,LAKEWAY,TX,Texas,78734,-97.9711,30.3381
RANCH ROAD 2222,AUSTIN,TX,Texas,78730,-97.8439,30.3935
CYPRESS CREEK RD,CEDAR PARK,TX,Texas,78613,-97.8345,30.4811
HIGHWAY 183,LEANDER,TX,Texas,78641,-97.8673,30.6361
KNICKERBOCKER RD,SAN ANGELO,TX,Texas,76904,-100.4709,31.42
SHERWOOD WAY,SAN ANGELO,TX,Texas,76901,-100.4771,31.4464
PULLIAM ST,SAN ANGELO,TX,Texas,76905,-100.4111,31.4703
N CHADBOURNE ST,SAN ANGELO,TX,Texas,76903,-100.4455,31.4752
N BROADWAY ST,BALLINGER,TX,Texas,76821,-99.9481,31.7408
HICKORY ST,COLORADO CITY,TX,Texas,79512,-100.8607,32.4099
E BROADWAY ST,SWEETWATER,TX,Texas,79556,-100.4005,32.4735
COLLEGE AVE,SNYDER,TX,Texas,79549,-100.9196,32.7021
S CLACK ST,ABILENE,TX,Texas,79606,-99.7593,32.4015
N 1ST ST,ABILENE,TX,Texas,79603,-99.7674,32.452
S 14TH ST,ABILENE,TX,Texas,79605,-99.7557,32.4325
E AMBLER AVE,ABILENE,TX,Texas,79601,-99.7157,32.4751
N SWENSON ST,STAMFORD,TX,Texas,79553,-99.8029,32.9526
S BRIDGE ST,BRADY,TX,Texas,76825,-99.3355,31.1261
N NECHES ST,COLEMAN,TX,Texas,76834,-99.4272,31.8457
AUSTIN AVE,BROWNWOOD,TX,Texas,76801,-98.9784,31.7107
W COMMERCE ST,BROWNWOOD,TX,Texas,76801,-98.984,31.7292
S KEY AVE,LAMPASAS,TX,Texas,76550,-98.1783,31.0544
E BUSINESS 190,COPPERAS COVE,TX,Texas,76522,-97.9049,31.1153
E MAIN ST,EASTLAND,TX,Texas,76448,-98.7933,32.4016
W WASHINGTON ST,STEPHENVILLE,TX,Texas,76401,-98.2286,32.2079
S MORGAN ST,GRANBURY,TX,Texas,76048,-97.7947,32.4323
STATE HIGHWAY 16 S,GRAHAM,TX,Texas,76450,-98.5843,33.0856
SE 10TH AVE,MINERAL WELLS,TX,Texas,76067,-98.1046,32.8088
E INTERSTATE 20,WEATHERFORD,TX,Texas,76087,-97.7871,32.7298
FORT WORTH HWY,WEATHERFORD,TX,Texas,76086,-97.787,32.7586
N NAVARRO ST,VICTORIA,TX,Texas,77901,-97.0004,28.8267
NE ZAC LENTZ PKWY,VICTORIA,TX,Texas,77904,-96.9834,28.8636
SAM HOUSTON DR,VICTORIA,TX,Texas,77901,-96.9786,28.8258
N ESPLANADE ST,CUERO,TX,Texas,77954,-97.2872,29.0998
E PIERCE ST,LULING,TX,Texas,78648,-97.6473,29.6803
US HIGHWAY 90A E,GONZALES,TX,Texas,78629,-97.4599,29.5158
W GRAND AVE,YOAKUM,TX,Texas,77995,-97.1606,29.294
N TEXANA ST,HALLETTSVILLE,TX,Texas,77964,-96.9387,29.4639
STATE HIGHWAY 35 N,PORT LAVACA,TX,Texas,77979,-96.6341,28.6296
W MAIN ST,EDNA,TX,Texas,77957,-96.6553,28.9739
SHULT DR,COLUMBUS,TX,Texas,78934,-96.5426,29.6943
N MECHANIC ST,EL CAMPO,TX,Texas,77437,-96.2864,29.2181
N RICHMOND RD,WHARTON,TX,Texas,77488,-96.0943,29.3317
S COLORADO ST,LOCKHART,TX,Texas,78644,-97.669,29.8799
S INTERSTATE 35,AUSTIN,TX,Texas,78745,-97.7643,30.2004
S LAMAR BLVD,AUSTIN,TX,Texas,78704,-97.7818,30.2436
MANCHACA RD,AUSTIN,TX,Texas,78704,-97.7817,30.2425
GUADALUPE ST,AUSTIN,TX,Texas,78701,-97.7415,30.2813
E RIVERSIDE DR,AUSTIN,TX,Texas,78741,-97.7274,30.2405
AIRPORT BLVD,AUSTIN,TX,Texas,78702,-97.6983,30.2719
HIGHWAY 71 W,BASTROP,TX,Texas,78602,-97.3267,30.1054
GREYSTONE DR,AUSTIN,TX,Texas,78731,-97.7484,30.3574
N INTERSTATE 35,AUSTIN,TX,Texas,78723,-97.7065,30.3163
CAMERON RD,AUSTIN,TX,Texas,78723,-97.6962,30.3203
CAMERON RD,AUSTIN,TX,Texas,78723,-97.6949,30.3201
E HIGHWAY 290,AUSTIN,TX,Texas,78723,-97.6987,30.3223
N LAMAR BLVD,AUSTIN,TX,Texas,78753,-97.7058,30.3537
BURNET RD,AUSTIN,TX,Texas,78727,-97.698,30.438
E BRAKER LN,AUSTIN,TX,Texas,78753,-97.6718,30.3747
E BRAKER LN,AUSTIN,TX,Texas,78753,-97.6713,30.3745
FM 620 CAT HOLW,AUSTIN,TX,Texas,78717,-97.7682,30.4935
R R 620,ROUND ROCK,TX,Texas,78681,-97.7247,30.4951
N MAYS ST,ROUND ROCK,TX,Texas,78664,-97.6889,30.5278
S A W GRIMES BLVD,ROUND ROCK,TX,Texas,78664,-97.6575,30.4977
N MAIN ST,TAYLOR,TX,Texas,76574,-97.4121,30.5875
EXCHANGE BLVD,HUTTO,TX,Texas,78634,-97.5558,30.5426
N AUSTIN AVE,GEORGETOWN,TX,Texas,78626,-97.6771,30.6495
N AUSTIN AVE,GEORGETOWN,TX,Texas,78626,-97.6764,30.6498
W CAMERON AVE,ROCKDALE,TX,Texas,76567,-97.016,30.6493
W 4TH ST,CAMERON,TX,Texas,76520,-96.9801,30.8545
W STATE HIGHWAY 71,LA GRANGE,TX,Texas,78945,-96.9092,29.9045
E AUSTIN ST,GIDDINGS,TX,Texas,78942,-96.9273,30.1811
W MAIN ST,BELLVILLE,TX,Texas,77418,-96.2618,29.9521
GEBHARDT RD,SEALY,TX,Texas,77474,-96.1536,29.7624
S DAY ST,BRENHAM,TX,Texas,77833,-96.3962,30.1436
STATE HIGHWAY 36 S,CALDWELL,TX,Texas,77836,-96.6919,30.536
W HIGHWAY 21,CALDWELL,TX,Texas,77836,-96.7017,30.5314
STATE HIGHWAY 6 S,COLLEGE STATION,TX,Texas,77845,-96.2877,30.5873
S LA SALLE ST,NAVASOTA,TX,Texas,77868,-96.0856,30.3853
WELLBORN RD,BRYAN,TX,Texas,77801,-96.3542,30.6223
UNIVERSITY DR E,COLLEGE STATION,TX,Texas,77840,-96.334,30.6281
WILDFLOWER DR,BRYAN,TX,Texas,77802,-96.3226,30.6663
7TH ST,BAY CITY,TX,Texas,77414,-95.9386,28.9845
W BRAZOS AVE,WEST COLUMBIA,TX,Texas,77486,-95.6553,29.1464
CIRCLE WAY ST,LAKE JACKSON,TX,Texas,77566,-95.4517,29.0423
1ST ST,ROSENBERG,TX,Texas,77471,-95.8082,29.5333
AVENUE H,ROSENBERG,TX,Texas,77471,-95.7761,29.5711
BRAZOS TOWN XING,ROSENBERG,TX,Texas,77471,-95.7497,29.5437
,RICHMOND,TX,Texas,77469,-95.7112,29.5387
SOUTHWEST FWY,SUGAR LAND,TX,Texas,77479,-95.685,29.5634
FM 1093 RD,RICHMOND,TX,Texas,77406,-95.8357,29.6955
WESTHEIMER PKWY,KATY,TX,Texas,77450,-95.7527,29.7339
FM 359 RD,RICHMOND,TX,Texas,77406,-95.7444,29.6247
W AIRPORT BLVD,SUGAR LAND,TX,Texas,77498,-95.6755,29.6489
HIGHWAY 6 S,HOUSTON,TX,Texas,77082,-95.644,29.7255
N VELASCO ST,ANGLETON,TX,Texas,77515,-95.4333,29.1775
E HIGHWAY 6,ALVIN,TX,Texas,77511,-95.2295,29.4246
HIGHWAY 6,SUGAR LAND,TX,Texas,77478,-95.5981,29.5895
HIGHWAY 6,MISSOURI CITY,TX,Texas,77459,-95.5556,29.554
HIGHWAY 6,FRESNO,TX,Texas,77545,-95.4813,29.5189
TEXAS PKWY,MISSOURI CITY,TX,Texas,77489,-95.5272,29.5947
ELDRIDGE RD,SUGAR LAND,TX,Texas,77478,-95.6183,29.635
W AIRPORT BLVD,MEADOWS PLACE,TX,Texas,77477,-95.5808,29.647
BISSONNET ST,HOUSTON,TX,Texas,77099,-95.6044,29.6781
BELLAIRE BLVD,HOUSTON,TX,Texas,77072,-95.5905,29.7042
WESTHEIMER RD,HOUSTON,TX,Texas,77077,-95.5942,29.7364
BEECHNUT ST,HOUSTON,TX,Texas,77072,-95.57,29.6885
WESTHEIMER RD,HOUSTON,TX,Texas,77042,-95.5629,29.7364
BELLAIRE BLVD,HOUSTON,TX,Texas,77036,-95.5406,29.7057
W BELLFORT ST,HOUSTON,TX,Texas,77071,-95.5248,29.6561
W FUQUA ST,HOUSTON,TX,Texas,77045,-95.4432,29.6133
CHIMNEY ROCK RD,HOUSTON,TX,Texas,77096,-95.4763,29.6612
BISSONNET ST,HOUSTON,TX,Texas,77074,-95.5071,29.6877
RICHMOND AVE,HOUSTON,TX,Texas,77063,-95.5301,29.7289
CHIMNEY ROCK RD,HOUSTON,TX,Texas,77081,-95.4769,29.7244
RICHMOND AVE,HOUSTON,TX,Texas,77027,-95.4564,29.7328
BELLAIRE BLVD,HOUSTON,TX,Texas,77025,-95.4406,29.7056
HIGHWAY 6,MANVEL,TX,Texas,77578,-95.3558,29.4669
HIGHWAY 6,MANVEL,TX,Texas,77578,-95.3547,29.4664
BROADWAY ST,PEARLAND,TX,Texas,77584,-95.3836,29.556
SHADOW CREEK PKWY,PEARLAND,TX,Texas,77584,-95.3958,29.5801
BROADWAY ST,PEARLAND,TX,Texas,77581,-95.3158,29.5588
BROADWAY ST,PEARLAND,TX,Texas,77581,-95.2599,29.5544
CULLEN BLVD,HOUSTON,TX,Texas,77051,-95.3544,29.6544
S LOOP W,HOUSTON,TX,Texas,77054,-95.4272,29.6771
KIRBY DR,HOUSTON,TX,Texas,77054,-95.4123,29.6917
W HOLCOMBE BLVD,HOUSTON,TX,Texas,77030,-95.4053,29.7065
CALHOUN RD,HOUSTON,TX,Texas,77004,-95.3392,29.7184
CLEARWOOD DR,HOUSTON,TX,Texas,77075,-95.244,29.6402
GULF FWY,HOUSTON,TX,Texas,77087,-95.296,29.7035
BELLFORT ST,HOUSTON,TX,Texas,77061,-95.276,29.6728
S WAYSIDE DR,HOUSTON,TX,Texas,77023,-95.3089,29.7316
GULF FWY,HOUSTON,TX,Texas,77087,-95.3006,29.7049
RICHEY ST,PASADENA,TX,Texas,77502,-95.2253,29.6831
HIGHWAY 6,SANTA FE,TX,Texas,77510,-95.0909,29.3743
GULF FWY,DICKINSON,TX,Texas,77539,-95.0792,29.4498
FM 1764 RD,LA MARQUE,TX,Texas,77568,-95.0375,29.3999
SEAWALL BLVD,GALVESTON,TX,Texas,77551,-94.8157,29.2733
61ST ST,GALVESTON,TX,Texas,77551,-94.8297,29.2719
PALMER HWY,TEXAS CITY,TX,Texas,77590,-94.9279,29.3939
W PARKWOOD AVE,FRIENDSWOOD,TX,Texas,77546,-95.1888,29.509
W MAIN ST,LEAGUE CITY,TX,Texas,77573,-95.1291,29.5001
SCARSDALE BLVD,HOUSTON,TX,Texas,77089,-95.2124,29.5856
BAY AREA BLVD,HOUSTON,TX,Texas,77058,-95.1092,29.5725
CLEAR LAKE CITY BLVD,HOUSTON,TX,Texas,77062,-95.1401,29.5926
N EGRET BAY BLVD,LEAGUE CITY,TX,Texas,77573,-95.0852,29.5248
BAYPORT BLVD,SEABROOK,TX,Texas,77586,-95.0259,29.5712
SHAVER ST,PASADENA,TX,Texas,77502,-95.2078,29.6653
FAIRMONT PKWY,PASADENA,TX,Texas,77504,-95.1836,29.6503
SPENCER HWY,PASADENA,TX,Texas,77505,-95.1338,29.6635
RED BLUFF RD,PASADENA,TX,Texas,77503,-95.1694,29.6928
PASADENA BLVD,PASADENA,TX,Texas,77506,-95.2017,29.7111
CENTER ST,DEER PARK,TX,Texas,77536,-95.1228,29.6806
W FAIRMONT PKWY,LA PORTE,TX,Texas,77571,-95.0322,29.6518
FRONT ST,BROOKSHIRE,TX,Texas,77423,-95.9478,29.7863
KATY MILLS BLVD,KATY,TX,Texas,77494,-95.8061,29.7834
S MASON RD,KATY,TX,Texas,77450,-95.7508,29.7716
FRY RD,HOUSTON,TX,Texas,77084,-95.719,29.7943
KATY FWY,HOUSTON,TX,Texas,77094,-95.7165,29.7826
N FRY RD,KATY,TX,Texas,77449,-95.7183,29.8495
BARKER CYPRESS RD,HOUSTON,TX,Texas,77084,-95.6829,29.8619
RIVER SAGE DR,HOUSTON,TX,Texas,77084,-95.6811,29.8535
RIPPLING WATER DR,HOUSTON,TX,Texas,77084,-95.6454,29.8471
BARKER CYPRESS RD,CYPRESS,TX,Texas,77433,-95.6831,29.8958
MASON RD,CYPRESS,TX,Texas,77433,-95.7375,29.9949
SPRING CYPRESS RD,CYPRESS,TX,Texas,77429,-95.6898,29.9722
FM 2920 RD,WALLER,TX,Texas,77484,-95.9143,30.0564
HIGHWAY 290 E,HEMPSTEAD,TX,Texas,77445,-96.0608,30.0937
NICHOLS SAWMILL RD,HOCKLEY,TX,Texas,77447,-95.7801,30.1149
FM 1488 RD,MAGNOLIA,TX,Texas,77354,-95.7444,30.2172
DAIRY ASHFORD RD,HOUSTON,TX,Texas,77079,-95.6064,29.7726
GESSNER RD,HOUSTON,TX,Texas,77024,-95.5418,29.783
GESSNER RD,HOUSTON,TX,Texas,77080,-95.5451,29.8083
SAN FELIPE ST,HOUSTON,TX,Texas,77057,-95.4981,29.7496
LONG POINT RD,HOUSTON,TX,Texas,77055,-95.4833,29.8029
W 18TH ST,HOUSTON,TX,Texas,77008,-95.4318,29.8021
ANTOINE DR,HOUSTON,TX,Texas,77091,-95.4731,29.842
W 43RD ST,HOUSTON,TX,Texas,77018,-95.431,29.8282
HIGHWAY 6 N,HOUSTON,TX,Texas,77095,-95.633,29.9041
NORTHWEST FWY,JERSEY VILLAGE,TX,Texas,77040,-95.5843,29.8908
GESSNER RD,HOUSTON,TX,Texas,77040,-95.5407,29.8852
N ELDRIDGE PKWY,CYPRESS,TX,Texas,77429,-95.6108,29.9833
JONES RD,HOUSTON,TX,Texas,77070,-95.5849,29.9567
STATE HIGHWAY 249,HOUSTON,TX,Texas,77064,-95.5431,29.9577
ANTOINE DR,HOUSTON,TX,Texas,77088,-95.4739,29.8855
VETERANS MEMORIAL DR,HOUSTON,TX,Texas,77067,-95.4619,29.94
VETERANS MEMORIAL DR,HOUSTON,TX,Texas,77014,-95.4905,29.978
ELLA BLVD,HOUSTON,TX,Texas,77090,-95.4334,29.9848
